name,author,narrator,time,releasedate,language,stars,price,ratings
Starting with Max,YingYing,Ming-ZhuHii,298.0,2014-01-03,English,0.0,585.0,0.0
Depraved,JohnGlatt,ShaunGrindell,383.0,2021-12-28,English,0.0,586.0,0.0
Never Have I Ever,LaurenBlakely,"AmandaRonconi,JasonClarke",500.0,2019-07-30,English,4.5,1003.0,8.0
"The Latest from the Greatest, Vol. 2",DarrellWayne,DarrellWayne,438.0,2018-01-02,English,0.0,820.0,0.0
Out of Our Minds,FelipeFernandez-Armesto,KrisDyer,1173.0,2019-07-25,English,5.0,949.0,1.0
Visualization for Weight Loss,JonGabriel,JonGabriel,267.0,2016-02-26,English,5.0,586.0,4.0
Under nattens stjerner,MarciaWillett,TammiØst,358.0,2022-06-01,danish,0.0,468.0,0.0
I Am an Octopus,"TrishaSpeedShaskan,ToddOuren",anonymous,6.0,2022-03-28,English,0.0,82.0,0.0
Bad Indians,DeborahA.Miranda,DeborahMiranda,483.0,2021-12-07,English,0.0,668.0,0.0
Among You,JakeWood,JoeCoen,1022.0,2014-11-02,English,0.0,873.0,0.0
Sünderblut,ChristophHeiden,Omid-PaulEftekhari,452.0,2021-10-22,german,0.0,602.0,0.0
Blood and Treachery (A Scottish Crime Thriller),JDKirk,AngusKing,555.0,2020-11-08,English,0.0,668.0,0.0
Correr o morir,KilianJornet,LuisTorrelles,385.0,2021-02-08,spanish,0.0,307.0,0.0
My Sister's Ex,CydneyRax,"BahniTurpin,AdenreleOjo",551.0,2009-04-08,English,0.0,1005.0,0.0
Die kleine Rosalinda im Urlaub auf Kreta,MonikaSchuberth,MonikaSchuberth,27.0,2019-10-12,german,0.0,65.0,0.0
La petite fille aux allumettes,HansChristianAndersen,LydieLacroix,6.0,2009-10-23,french,0.0,184.0,0.0
A Fighting Chance,TatumWest,"AlexanderCendese,TorThom",489.0,2019-07-24,English,5.0,469.0,1.0
Vergessene Träume,StefanZweig,JulianLübbers,15.0,2022-04-01,german,0.0,32.0,0.0
The Archivist,RexPickett,CarolineHewitt,1791.0,2021-09-11,English,0.0,1805.0,0.0
Face,JustineBateman,JustineBateman,326.0,2021-05-15,English,0.0,668.0,0.0
第82回 新刊ラジオ第2部プレミアム　,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",23.0,2015-05-25,japanese,0.0,139.0,0.0
Sweet Retribution,CallieRose,KasiHollowell,464.0,2021-02-02,English,0.0,668.0,0.0
第835回 新刊ラジオ第2部プレミアム　,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",17.0,2018-05-15,japanese,0.0,139.0,0.0
The Year Shakespeare Ruined My Life,DaniJansen,RebeccaAuerbach,469.0,2021-01-07,English,0.0,445.0,0.0
Nobody Knows,LaniLynnVale,"VirginiaRose,MatthewMaddux",362.0,2020-01-12,English,0.0,668.0,0.0
Never Argue with a Dead Person,ThomasJohn,JeffCummings,352.0,2015-03-31,English,5.0,670.0,1.0
Buscapistas: El Caso De La Cueva Prohibida (Narración en Castellano) [Seekers: The Case of the Forbidden Cave],"TeresaBlanch,JoséÁngelLabariIlundain","EvaColl,LolaSans,SarahMuñiz",54.0,2020-09-29,spanish,0.0,268.0,0.0
The Story of My Experiments with Truth: An Autobiography,M.K.Gandhi,SagarArya,1227.0,2019-02-10,English,4.5,1093.0,258.0
Uncanny,SarahFine,"ScottMerriman,BaileyCarr",603.0,2017-03-10,English,0.0,469.0,0.0
The Handsome Widower's Second Chance,EllieeAtkinson,AmyMelissaBentley,396.0,2018-03-30,English,0.0,586.0,0.0
Dirty Glory,PeteGreig,PeteGreig,725.0,2017-03-29,English,5.0,703.0,2.0
La cadena de oro,"CassandraClare,PatriciaNunes,CristinaCarro",LolaSans,1284.0,2021-04-27,spanish,0.0,614.0,0.0
Securing Zoey,SusanStoker,SavannahPeachwood,611.0,2020-07-01,English,0.0,836.0,0.0
English Vocabulary Master - Phrasal Verbs in Situations. For Intermediate / Advanced Learners - Proficiency Level B2-C1,DorotaGuzik,MaybeTheatreCompany,67.0,2017-05-05,English,4.5,233.0,2.0
Full Tilt,DervlaMurphy,EmmaLowe,572.0,2019-07-31,English,4.5,633.0,3.0
The Game of Life and How to Play It,FlorenceScovelShinn,DixieGlassman,117.0,2010-11-11,English,4.5,234.0,3.0
A Bedtime Meditation for Kids,AshleyJoseph,NoahDeBiase,29.0,2020-04-21,English,0.0,47.0,0.0
Prince of Tricks,JaneKindred,BradKing,618.0,2021-10-07,English,0.0,468.0,0.0
Mrs. Yonkers Is Bonkers!,DanGutman,JaredGoldsmith,54.0,2014-12-16,English,0.0,305.0,0.0
I nomi e le voci,RobertoMussapi,"EdoardoSiravo,MiriamMesturino",422.25771428571426,2021-07-04,italian,0.0,382.0,0.0
A Beautiful Day in the Neighborhood (Movie Tie-In),"FredRogers,TomJunod-contributor","FredRogers,TomJunod",249.0,2019-05-11,English,0.0,754.0,0.0
Julen er hjerternes fest,LiseNørgaard,AsgerboPersson,150.0,2021-10-26,danish,0.0,267.0,0.0
Rasputin,DouglasSmith,P.J.Ochlan,1983.0,2016-11-17,English,5.0,323.0,1.0
Das Schlossgeheimnis,MartinWidmark,JensWawrczeck,43.0,2019-08-21,german,0.0,233.0,0.0
The Big Screen Drive-In Theater,DonaldDavis,DonaldDavis,53.0,2000-10-20,English,0.0,300.0,0.0
The Shipwreck Hunter,DavidL.Mearns,DanWoren,1011.0,2018-06-26,English,0.0,1003.0,0.0
El passeig encantat,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,28.0,2022-02-02,catalan,0.0,115.0,0.0
Who Was Aretha Franklin?,"NicoMedina,WhoHQ",KarenChilton,67.0,2021-02-11,English,0.0,351.0,0.0
Learn Arabic - Word Power 101,InnovativeLanguageLearning,InnovativeLanguageLearning,48.0,2012-03-16,English,4.5,0.0,2.0
精神統合失調症　寛解までのリアルな歩み,モンゴロイド,飛立未鳥,156.0,2021-09-25,japanese,0.0,558.0,0.0
やはり俺の青春ラブコメはまちがっている。結　１,渡航,"石井一貴,戸田めぐみ",429.0,2021-10-12,japanese,0.0,837.0,0.0
2012年6月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",32.0,2015-05-25,japanese,0.0,139.0,0.0
Why Food Matters,PaulFreedman,JackdeGolia,329.0,2021-09-28,English,4.0,820.0,1.0
"Sidney Reilly, l'espion gentleman",FrédéricGarnier,FrédéricChevaux,11.0,2020-12-10,french,0.0,74.0,0.0
Bridged by Love,NancyCorrigan,GaryFurlong,441.0,2019-03-09,English,0.0,586.0,0.0
The Mirror and the Light,HilaryMantel,BenMiles,2291.0,2020-05-03,English,5.0,1138.0,13.0
"A Matter of Time, Volume 2",MaryCalmes,PaulMorey,829.0,2013-01-02,English,5.0,469.0,1.0
Nachrichten von Männern,"AnikaDecker,KatjaBerlin","RanjaBonalana,SteffenGroth,NanaSpier",201.0,2021-05-31,german,0.0,367.0,0.0
Friedrich I. Barbarossa. Kaiser des Römischen Reichs,ElkeBader,HeinerHeusinger,145.0,2010-08-12,german,0.0,367.0,0.0
Sophie und Hans Scholl (1921/18-1943) Basiswissen,BertAlexanderPetzold,CoraHillekamp,66.0,2021-08-18,german,0.0,434.0,0.0
Santori Reborn,MarisBlack,J.F.Harding,447.0,2019-12-02,English,5.0,668.0,1.0
Embrace,JessicaShirvington,RebeccaMacauley,596.0,2012-05-16,English,0.0,820.0,0.0
The Red Bandanna,TomRinaldi,TomRinaldi,393.0,2016-06-09,English,0.0,879.0,0.0
Show Me Community Helpers,ClintEdwards,anonymous,21.0,2022-03-15,English,0.0,93.0,0.0
Guesswork,ScottLininger,ColbyElliott,373.0,2014-04-06,English,0.0,633.0,0.0
The Tristan Betrayal,RobertLudlum,PaulMichael,1004.0,2003-10-31,English,4.5,221.0,2.0
Willy reser till fyrkantsvärlden,"JeffreyArcher,MariaNilsson",MagnusSchmitz,32.0,2022-07-03,swedish,0.0,32.0,0.0
The Stopover,TLSwan,"SebastianYork,CJBloom",778.0,2019-10-29,English,4.5,1005.0,14.0
Quin cap!,RicardRuizGarzón,MartaBayarri,15.0,2021-07-26,catalan,0.0,38.0,0.0
"Ich, Merlin, und die furchtlosen Ritter",FrankSchwieger,"PeterKaempfe,CathlenGawlich,FrankBahrenberg,",334.0,2020-03-27,german,0.0,602.0,0.0
Spotlight Audio - Wild beauty. The county of Northumberland. 14/2021,div.,div.,60.0,2021-08-12,german,0.0,501.0,0.0
The Perfect Run 3,"MaximeJ.Durand,VoidHerald",EricMichaelSummerer,1094.0,2022-03-15,English,0.0,1507.0,0.0
The Real Purpose of Parenting,Dr.PhillipBDembo,Dr.PhillipBDembo,407.0,2012-03-16,English,0.0,938.0,0.0
Culture Smart! Mexico,RusselMaddicks,CharlesArmstrong,219.0,2020-03-03,English,0.0,1172.0,0.0
Viaggio di un naturalista intorno al mondo,CharlesDarwin,GigiScribani,1419.0,2019-05-31,italian,0.0,382.0,0.0
Dumb Witness,AgathaChristie,HughFraser,438.0,2007-10-30,English,4.5,379.0,7.0
The Prince [unabridged],NiccolòMachiavelli,EricNutting,193.0,2021-11-10,English,0.0,93.0,0.0
The Little Book of Office Bollocks,JosephGelfer,BenOttridge,34.0,2007-07-08,English,0.0,96.0,0.0
Andre Agassi,OnlineStudioProductions,uncredited,35.0,2017-11-12,spanish,0.0,94.0,0.0
Together Under the Stars,BerylMatthews,CharlotteWorthing,651.0,2021-05-20,English,0.0,645.0,0.0
Lais,"MariedeFrance,SerafinoBalduzzi",SilviaCecchini,201.0,2013-07-06,italian,0.0,75.0,0.0
The Hip Chick's Guide to Macrobiotics,JessicaPorter,JessicaPorter,438.0,2009-12-30,English,0.0,668.0,0.0
Puccini: Madame Butterfly,ThomsonSmillie,DavidTimson,65.0,2012-10-26,English,0.0,211.0,0.0
Hotaru,KarlAlbrechtHeise,KarlheinzGabor,5.0,2022-04-01,german,0.0,32.0,0.0
What Are Christians For?,JakeMeador,AdamVerner,385.0,2022-02-22,English,0.0,586.0,0.0
The Emperor Far Away,DavidEimer,CoreySnow,640.0,2014-09-16,English,0.0,836.0,0.0
Ben Down,MartinCrump,MartinCrump,2.0,2021-01-05,English,0.0,94.0,0.0
Awaken Your Third Eye,SusanShumskyDD,ChristinaDelaine,457.0,2020-10-27,English,0.0,586.0,0.0
L'arbre qui pleure,MarlèneJobert,MarlèneJobert,17.0,2021-05-17,french,0.0,263.0,0.0
The Heretic's Handbook,JonathanBlack,SimonMattacks,158.0,2019-01-03,English,0.0,335.0,0.0
Deep Sleep,StevenKonkoly,SethPodowitz,618.0,2022-01-02,English,0.0,1008.0,0.0
Essays of E. B. White,E.B.White,MalcolmHillgartner,738.0,2016-07-06,English,0.0,820.0,0.0
Clanless,JenniferJenkins,EmilyEllet,512.0,2019-09-08,English,0.0,1172.0,0.0
The Autobiography of Andrew Carnegie and the Gospel of Wealth,AndrewCarnegie,"DavidRintoul,LucyScott",688.0,2020-10-26,English,5.0,727.0,1.0
Reiseskildring - London [Travelogue - London],KarinHelenaSjøberg,MarianneHoffEngesland,66.0,2010-03-09,norwegian,0.0,129.0,0.0
Religion and the Limits of Modern Rationalism,John-MichaelKuczynski,NormajeanGradsky,50.0,2021-11-17,English,0.0,93.0,0.0
Super Soldiers,JasonInman,EricMichaelSummerer,332.0,2019-06-15,English,0.0,586.0,0.0
No More Mean Girls,KatieHurley,KatieHurley,495.0,2018-01-30,English,0.0,879.0,0.0
Shade's Fall,JamieBegley,ElizabethHart,897.0,2014-11-24,English,0.0,1055.0,0.0
"Путь выдающихся людей. Убеждения, принципы, привычки",SmartReading,ОльгаГанкова,47.0,2020-04-09,russian,0.0,132.0,0.0
Erfolgreich über 50,KatharinaStarlay,KatharinaStarlay,81.0,2021-05-17,german,0.0,267.0,0.0
Personal Training,CentreofExcellence,BrianGreyson,213.0,2021-02-25,English,0.0,469.0,0.0
Il sistema periodico,PrimoLevi,MassimoPopolizio,558.0,2016-03-24,italian,0.0,459.0,0.0
The Men Who Raised the Bar,ChrisWaters,DavidThorpe,437.0,2020-10-12,English,0.0,493.0,0.0
Final Draft,RileyRedgate,MariandTorres,453.0,2018-06-13,English,0.0,422.0,0.0
America and Iran,JohnGhazvinian,JeffHarding,1563.0,2020-01-10,English,0.0,1138.0,0.0
Call It Wonder,KateEvans,LeeRivers,606.0,2022-03-01,English,0.0,305.0,0.0
Kings and Queens of England,JenGreen,BenjaminSoames,157.0,2013-05-02,English,0.0,422.0,0.0
Matisse: The Life,HilarySpurling,SophieAldred,1287.0,2018-06-11,English,0.0,987.0,0.0
CiberPsicología [CyberPsychology],Dr.JuanMoisésdelaSerna,HermógenesAlonso,128.0,2020-02-16,spanish,0.0,164.0,0.0
"Being a Rockefeller, Becoming Myself",EileenRockefeller,EileenRockefeller,634.0,2013-12-09,English,4.0,879.0,1.0
La Petite Fabrique du bonheur,AliceQuinn,KatherinePageon,642.0,2022-04-02,french,0.0,717.0,0.0
В военную академию требуется [In the Military Academy Is Required],NadezhdaMamaeva,NellyNovikova,594.0,2020-02-01,russian,0.0,234.0,0.0
Prima lettera ai Tessalonicesi,AutoriVari,SimoneBedetti,17.0,2021-03-12,italian,0.0,113.0,0.0
Becoming Kareem,"KareemAbdul-Jabbar,RaymondObstfeld",KareemAbdul-Jabbar,348.0,2017-11-21,English,4.5,500.0,2.0
Die künstlichen Paradiese,CharlesBaudelaire,FriedrichFrieden,144.0,2021-03-29,german,0.0,334.0,0.0
Mi primer catecismo [My First Catechism],EquipoSusaeta,CristinaTenorio,8.0,2020-08-17,spanish,0.0,115.0,0.0
2019: How Modi Won India,RajdeepSardesai,RajivDadia,797.0,2020-06-28,English,4.0,836.0,30.0
Is Science Enough?,AvivaChomsky,MoeEgan,486.0,2022-05-04,English,0.0,1206.0,0.0
Murder Goes to Market,DaisyBateman,CallieBeaulieu,518.0,2022-01-31,English,0.0,586.0,0.0
第478回 新刊ラジオ第2部プレミアム　,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",42.0,2018-05-16,japanese,0.0,139.0,0.0
日本一難しいはなし〜必ず眠くなる〜その7 (10話収録),青木幹和,青木幹和,103.0,2016-01-02,japanese,0.0,603.0,0.0
The Subtle Body,CyndiDale,RomyNordlinger,926.0,2019-12-02,English,0.0,703.0,0.0
Undercover Wolf,PaigeTyler,JenniferBlom,536.0,2021-03-06,English,0.0,1172.0,0.0
Geheimnisvolle Weihnachtszeit,"ElkeBräunling,PaulG.Walter","PaulG.Walter,ElkeBräunling",42.0,2008-10-10,german,0.0,166.0,0.0
Patience and Sarah,IsabelMiller,"JeanSmart,JanisIan",345.0,2015-09-15,English,5.0,668.0,1.0
The 4 Habits of Joy Filled Marriages,"MarcusWarner,ChrisCoursey","MarcusWarner,ChrisCoursey",171.0,2019-04-25,English,0.0,422.0,0.0
Pure,RoseCartwright,CharlyClive,497.0,2020-10-09,English,5.0,569.0,1.0
L'incanto delle piccole cose,IlariaPalmosi,ValentinaDeMarchi,320.0,2021-10-28,italian,0.0,267.0,0.0
Breve historia del Románico [Brief History of the Romanesque] (Narración en Castellano),CarlosJavierTaranillaDeLaVarga,DavidMoralesMartin,448.0,2019-04-18,spanish,0.0,691.0,0.0
The Darkest Web,EileenOrmsby,CatGould,422.25771428571426,2021-08-17,English,0.0,586.0,0.0
The Student Loan Scam,AlanMichaelCollinge,AdamRobinwitz,280.0,2009-12-23,English,0.0,668.0,0.0
Land Rover,BenFogle,RupertFarley,422.25771428571426,2017-03-23,English,0.0,456.0,0.0
The Flavor of Wood,ArturCisar-Erlach,TimothyAndrésPabon,477.0,2019-05-21,English,0.0,837.0,0.0
[100巻] Peter Pan（ピーターパン・英語版）,YellowBirdProject,KayShibatani,46.0,2021-12-08,japanese,0.0,139.0,0.0
October Child,LindaBoströmKnausgård,JaneWeatherstone,304.0,2021-05-08,English,0.0,759.0,0.0
Menu Excerpts from Our Favorite Newark Restaurants,Various,"VictorBevine,NickPodehl,EricMichaelSummerer,",10.0,2018-03-31,English,0.0,0.0,0.0
Kid Scientists,DavidStabler,PeteCross,143.0,2020-11-02,English,0.0,1172.0,0.0
The Monkey King,ShobhaViswanath,SaeedJaffrey,27.0,2020-06-03,English,5.0,284.0,4.0
My Drunk Kitchen Holidays!,HannahHart,HannahHart,234.0,2019-10-22,English,0.0,703.0,0.0
Acid for the children (Italian edition),Flea,RiccardoMei,625.0,2021-02-11,italian,0.0,460.0,0.0
Shakti,"DK,NilimaChitgopekar,ShashiTharoor-foreword",RitaSharma,577.0,2022-03-03,English,0.0,888.0,0.0
Bullets and Silver,NikJames,EricG.Dove,473.0,2022-01-25,English,0.0,1172.0,0.0
Im Achterhoek und West-Münsterland,"MatthiasMorgenroth,ReinhardKober","HenningFreiberg,IngridGloede",65.0,2008-07-08,german,0.0,334.0,0.0
Think Again,AdamGrant,AdamGrant,401.0,2021-04-02,English,4.5,888.0,400.0
Choose to Lose,ChrisPowell,ChrisPowell,290.0,2014-01-14,English,3.0,500.0,1.0
"Nauetakuan, un silence pour un bruit [Silence for Sound]",NatashaKanapéFontaine,SoleilLaunière,396.0,2021-11-24,french,0.0,454.0,0.0
L'Héritière,Jeanne-ADebats,AdelineChetail,607.0,2021-04-22,french,0.0,755.0,0.0
PJ Masks - Sigues un heroi!,"eOne,AnaC.AlcainaPerez-traductor",RogerSerradell,23.0,2022-01-24,catalan,0.0,38.0,0.0
The Water Blade,StuartJaffe,JamesAndersonFoster,488.0,2022-01-18,English,0.0,586.0,0.0
The Histories,"Polybius,W.R.Paton-translator",JonathanBooth,2258.0,2021-05-10,English,0.0,1518.0,0.0
Miss Wilton's Waltz,JosiS.Kilpack,CassandraCampbell,546.0,2018-01-05,English,0.0,938.0,0.0
1000 cosas que debes saber sobre los mundiales de fútbol (Narración en Castellano) [1000 Things You Should Know about the World Cups (Castilian Narration)],"JuanIgnacioGallardoTome,RafaelGonzalezPalenciaJimenez",MiguelColl,503.0,2020-10-07,spanish,0.0,691.0,0.0
第652回 新刊ラジオ第2部プレミアム　,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",23.0,2015-01-06,japanese,0.0,139.0,0.0
Can of Worms,DanielSchinhofen,TessIrondale,422.25771428571426,2020-07-14,English,0.0,1172.0,0.0
Brilliant Life,MichaelHeppell,MichaelHeppell,392.0,2010-07-22,English,0.0,569.0,0.0
Mujeres de Bombay (Narración en Castellano) [Women of Bombay],JaumeSanllorente,TitoTrifol,243.0,2019-03-04,spanish,0.0,537.0,0.0
The Weirdo,TheodoreTaylor,GeorgeGuidall,414.0,2013-02-26,English,0.0,703.0,0.0
"Changes: The Dresden Files, Book 12",JimButcher,JamesMarsters,926.0,2010-06-04,English,5.0,1256.0,12.0
The 10% Entrepreneur,PatrickJ.McGinnis,ElijahAlexander,352.0,2016-04-28,English,4.5,615.0,4.0
Night: CliffsNotes,MaryamRiessM.A.,LukeDaniels,149.0,2011-03-16,English,0.0,352.0,0.0
Living with Shakespeare,"HaroldBloom-foreword,SusannahCarson-editor","MichaelMcConnahie,SimonPrebble,NapoleonRyan,",959.0,2014-01-07,English,0.0,1003.0,0.0
Les Peintres,"AlbinQuéru,PatriciaCrété,ClémentineBaron","LéopoldRoy,Kern",55.0,2020-09-29,french,0.0,604.0,0.0
En Comunidad,"CarlaEspaña,LuzYadiraHerrera","CarlaEspaña,LuzYadiraHerrera",370.0,2021-04-20,English,0.0,862.0,0.0
Moravia,MarceloLuján,MonoVasquez,308.0,2021-11-29,spanish,0.0,268.0,0.0
Macbeth United,MichaelRosen,EwanGoddard,194.0,2022-01-02,English,0.0,797.0,0.0
Stampede,BrianCastner,BrianCastner,488.0,2021-04-13,English,0.0,879.0,0.0
The Rule of Laws,FernandaPirie,TaniaRodrigues,1125.0,2022-03-02,English,0.0,721.0,0.0
新刊ラジオ第2部プレミアム　第823回,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",25.0,2018-05-16,japanese,0.0,139.0,0.0
El deseo de una bruja sin escoba,AntoniaJ.Corrales,LauraCarrerodelTío,638.0,2022-06-02,spanish,0.0,691.0,0.0
Practical Wisdom [Russian Edition],"BarrySchwartz,KennethSharpe",StanislavKoncevich,662.0,2016-11-08,russian,0.0,234.0,0.0
My Favorite Bible Stories: My First New Testament Bible Stories,"KimMitzoThompson,KarenMitzoHilderbrand,TwinSisters",TwinSisters,35.0,2012-08-13,English,0.0,93.0,0.0
Dave Barry's Money Secrets,DaveBarry,DickHill,330.0,2008-10-17,English,0.0,585.0,0.0
Little Gypsy,RoxyFreeman,SusieRiddell,456.0,2011-08-12,English,0.0,607.0,0.0
Unnatural Deeds,CynBalog,PamelaLorence,480.0,2016-12-27,English,0.0,820.0,0.0
Organic Gardening: 5 Books in 1,RachelMartin,LizzieRichards,988.0,2020-01-02,English,0.0,836.0,0.0
Quem é o seu próximo jubileu de ouro da ciben 2018 [Who Is Your Next Ciben 2018 Golden Jubilee],HelenaRaquel,HelenaRaquel,75.0,2021-11-18,portuguese,0.0,375.0,0.0
Brooklyn Noir,TimMcLoughlin-editor,"MichaelBraun,AdamChase,KarenChilton,",680.0,2014-11-25,English,0.0,836.0,0.0
U-Turn - Irgendwann kommt jeder an (Ein Roadtrip - Autorenlesung),JoSchuttwolf,"JoSchuttwolf,KlausMariaDechant",233.0,2022-07-01,german,0.0,334.0,0.0
The Social Psychology of Sexual Interactions,"RoyBaumeister,DianneTice","RoyBaumeister,DianneTice",485.0,2022-03-01,English,0.0,328.0,0.0
Freud Manovishleshan [Freud Psychoanalysis],SigmundFreud,NeerajYadav,1213.0,2022-01-20,Hindi,5.0,0.0,1.0
La scelta di Colette,TeaStilton,TeaStilton,65.0,2021-01-09,italian,0.0,267.0,0.0
Chasing Stars,HelenDouglas,PollyLee,582.0,2014-05-06,English,0.0,609.0,0.0
Resumen de Can't Buy Me Like de Bob Garfield y Doug Levy,PMPManagementFactory,PMPManagementFactory,9.0,2021-09-06,spanish,0.0,307.0,0.0
Coaching for the Love of the Game,JenniferL.EtnierPhD,RandyeKaye,395.0,2020-03-16,English,0.0,586.0,0.0
The Innovation Book,MaxMckeown,MaxMckeown,486.0,2015-02-17,English,0.0,569.0,0.0
Hindi - Chinese. a complete method,J.M.Gardner,"Tulika,Lucie",238.0,2019-11-11,Hindi,0.0,284.0,0.0
Der Angst verfallen,MarkFranley,PeterWeiß,922.0,2021-12-16,german,0.0,669.0,0.0
Drop Trooper Books 1-4,RickPartlow,JamesPatrickCronin,1992.0,2021-11-16,English,0.0,1003.0,0.0
Otto Van Bismarck: El canciller de hierro [Otto Van Bismarck: The Iron Chancellor],OnlineStudioProductions,uncredited,32.0,2015-03-25,spanish,0.0,117.0,0.0
Billionaire Unexpected: Jax,J.S.Scott,"ElizabethPowers,JacobMorgan",368.0,2021-04-13,English,0.0,668.0,0.0
The Letter,MichelleVernal,KatherinePress,547.0,2021-09-16,English,0.0,645.0,0.0
Культурный код. Секреты чрезвычайно успешных групп и организаций,SmartReading,ТатьянаМаерс,37.0,2020-04-09,russian,0.0,132.0,0.0
How to Master the Art of Selling,TomHopkins,BillFoote,928.0,2017-11-04,English,5.0,585.0,6.0
In Case You Missed It,SarahDarerLittman,DaraRosenberg,459.0,2016-11-10,English,0.0,586.0,0.0
Science and the Akashic Field,ErvinLaszlo,TomPile,412.0,2016-07-01,English,0.0,668.0,0.0
Merciless Monarchs and Ruthless Royalty,MiriamAronin,BookBuddyDigitalMedia,30.0,2017-06-28,English,0.0,164.0,0.0
Dumb Luck and the Kindness of Strangers,JohnGierach,DavidColacci,449.0,2020-02-06,English,0.0,586.0,0.0
Imperfect Union,SteveInskeep,SteveInskeep,828.0,2020-01-14,English,0.0,1131.0,0.0
Holding Fire,AprilHunt,BrookeHayden,517.0,2017-03-28,English,0.0,500.0,0.0
The Key to Happiness,MeikWiking,MeikWiking,267.0,2019-07-03,English,4.0,615.0,8.0
Flash's Song,KayPfaltz,GayleHendrix,424.0,2013-03-09,English,0.0,668.0,0.0
Mia feiert Weihnachten,IsabellaMohn,FriedelMorgenstern,80.0,2014-08-19,german,0.0,233.0,0.0
Turkey Red,FrancesGilchristWood,WalterZimmerman,35.0,2007-06-25,English,0.0,166.0,0.0
Stories We Tell Ourselves,RichardHolloway,RichardHolloway,472.0,2020-07-16,English,0.0,797.0,0.0
Der süße Brei,BrüderGrimm,ReinerUnglaub,2.0,2022-04-04,german,0.0,65.0,0.0
Come far denaro in modo sano,BenjaminFishAustin,LorenzoVisi,94.0,2013-01-11,italian,0.0,190.0,0.0
In Search of the Christian Buddha,"DonaldS.LopezJr.,PeggyMcCracken",EricJasonMartin,455.0,2014-07-04,English,0.0,668.0,0.0
Kondensmelk [Condensed Milk],ChristienNeser,KarenAugusta,255.0,2021-05-07,afrikaans,0.0,258.0,0.0
Gone,LindaK.Olson,EmilyDurante,418.0,2021-06-04,English,0.0,586.0,0.0
Global Inequality,BrankoMilanovic,JoeBarrett,436.0,2017-11-07,English,0.0,891.0,0.0
Caution in the Kitchen!,JenniferBoothroyd,Intuitive,4.0,2020-01-22,English,0.0,164.0,0.0
The Mystwick School of Musicraft,JessicaKhoury,SuzyJackson,498.0,2019-05-09,English,5.0,266.0,27.0
Dürnsteiner Puppentanz,BernhardGörg,StefanBergmann,683.0,2022-05-01,german,0.0,434.0,0.0
Ufos,LeonardLöwe,LeonardLöwe,384.0,2020-10-16,german,0.0,568.0,0.0
Bookish and the Beast,AshleyPoston,"CaitlinKelly,CurryWhitmire",441.0,2020-04-08,English,4.5,773.0,10.0
When Miss Parson Forgot Halloween,GlennG.Coats,HighlightsforChildren,5.0,2018-04-09,English,0.0,46.0,0.0
Stolz und Vorurteil: Eine Buchzusammenfassung,"RobertSasse,YannickEsters",YannickEsters,18.0,2016-03-21,german,0.0,166.0,0.0
Lord Byron: Selected Poems,GeorgeGordonByron,FrederickDavidson,179.0,2011-08-12,English,0.0,374.0,0.0
What Your Customer Wants and Can’t Tell You,MelinaPalmer,RachelPerry,492.0,2021-11-05,English,5.0,585.0,1.0
The Sweetest Burn,JeanieneFrost,TaviaGilbert,548.0,2017-06-27,English,0.0,820.0,0.0
Step by Step 1 (Spanish Edition),AdrianaMoody,AdrianaMoody,40.0,2020-09-24,spanish,0.0,115.0,0.0
Bunch of Amateurs,JackHitt,PeterColburn,634.0,2012-05-15,English,0.0,1005.0,0.0
Astounding,AlecNevala-Lee,SeanRunnette,792.0,2018-10-23,English,0.0,1688.0,0.0
Supernatural Strategies for Making a Rock ’n’ Roll Group,IanF.Svenonius,IanF.Svenonius,410.0,2020-01-14,English,0.0,702.0,0.0
Rachel Hatch Thriller Series Books 4-6,"L.T.Ryan,BrianShea",MarnyeYoung,1168.0,2021-07-20,English,0.0,836.0,0.0
Sustainability,JeremyL.Caradonna,EdoardoBallerini,525.0,2014-12-17,English,5.0,836.0,1.0
Lievito Madre,SaraMarino,DarioZompi,100.0,2021-04-27,italian,0.0,420.0,0.0
Elfenkönig,HollyBlack,LauraSophiaLandauer,582.0,2021-03-08,german,0.0,602.0,0.0
Trauma and Recovery,JudithLewisHermanMD,AlisonMathews,750.0,2019-10-12,English,5.0,500.0,1.0
The Dark Divine,BreeDespain,EileenStevens,528.0,2009-11-12,English,0.0,585.0,0.0
Gemma. Sei glücklich oder stirb,CharlotteRichter,FranciskaFriede,795.0,2021-04-29,german,0.0,585.0,0.0
Your Respiratory System,JudithJango-Cohen,Intuitive,15.0,2020-01-24,English,0.0,164.0,0.0
Barbarian’s Taming,RubyDixon,"HollieJackson,MasonLloyd",404.0,2018-09-10,English,0.0,586.0,0.0
Social Security Works!,"NancyAltman,EricKingson,DavidCayJohnston-Foreword",JoyceBean,422.25771428571426,2015-03-30,English,0.0,670.0,0.0
Конкуренция,SmartReading,ДмитрийЕвстратов,25.0,2020-07-31,russian,0.0,132.0,0.0
